brand,model,year,km_driven,fuel_type,transmission_type,mileage,selling_price
hyundai,i10,2010,59000,petrol,manual,19.81,231999
mercedes-benz,a,2016,35437,diesel,automatic,20.0,1857999
maruti,ertiga,2014,98000,petrol,manual,16.02,550000
skoda,octavia,2006,72000,diesel,manual,18.7,320000
honda,amaze,2015,79000,petrol,manual,18.0,400000
maruti,zen,2004,29000,petrol,manual,17.3,160000
maruti,sx4,2013,66012,petrol,manual,15.5,415000
honda,brio,2014,35000,petrol,automatic,16.5,425000
maruti,wagon r,2011,75000,petrol,manual,18.9,260000
toyota,camry,2008,80000,petrol,automatic,12.1,343000
chevrolet,beat,2012,32717,petrol,manual,18.6,254999
toyota,fortuner,2017,25000,diesel,automatic,12.55,3200000
ford,ecosport,2014,79000,diesel,manual,22.7,625000
maruti,swift,2010,86000,diesel,manual,17.8,360000
mercedes-benz,s,2010,137000,diesel,automatic,13.5,1850000
honda,mobilio,2015,25000,petrol,manual,17.3,425000
hyundai,grand,2017,8500,petrol,manual,18.9,480000
mahindra,xuv500,2015,34000,diesel,automatic,16.0,1300000
skoda,fabia,2012,41629,petrol,manual,14.83,225000
hyundai,santro,2009,80227,petrol,manual,17.92,229999
hyundai,creta,2019,8587,petrol,manual,15.29,1356000
mahindra,scorpio,2017,30000,diesel,manual,15.4,1225000
skoda,rapid,2013,64186,diesel,manual,20.5,376000
renault,duster,2015,76427,diesel,manual,19.01,858000
bmw,x5,2011,75000,diesel,automatic,11.7,2750000
toyota,etios,2013,27075,petrol,manual,17.6,495000
maruti,wagon r,2012,30000,petrol,manual,22.5,330000
hyundai,creta,2016,69434,petrol,manual,15.8,800000
maruti,celerio,2014,56000,petrol,manual,23.1,279000
land,rover,2017,49275,diesel,automatic,12.7,4564000
chevrolet,beat,2014,8700,petrol,manual,18.6,254999
tata,nano,2014,18000,petrol,manual,25.4,100000
audi,a6,2017,41041,diesel,automatic,17.68,3756000
mercedes-benz,e-class,2009,80464,diesel,automatic,11.0,928999
maruti,swift,2019,20667,petrol,manual,22.0,637000
fiat,linea,2013,60283,petrol,manual,14.6,298000
maruti,swift,2017,31696,petrol,manual,20.4,575000
toyota,fortuner,2010,100000,diesel,manual,11.5,1300000
maruti,ertiga,2014,13361,petrol,manual,16.02,680000
bmw,3,2010,48394,petrol,automatic,12.05,1049000
maruti,ertiga,2014,47399,petrol,manual,16.02,560000
honda,city,2010,69000,petrol,automatic,16.8,285000
hyundai,santa,2013,65278,diesel,manual,14.66,836000
tata,indigo,2005,108000,diesel,manual,17.0,100000
mercedes-benz,e-class,2010,50645,petrol,automatic,10.93,1075000
maruti,swift dzire,2011,130002,diesel,manual,19.3,385000
ford,fiesta,2012,107000,diesel,manual,17.8,300000
honda,city,2015,41950,petrol,automatic,18.0,960000
toyota,fortuner,2012,109000,diesel,manual,13.0,1325000
honda,amaze,2016,9000,petrol,manual,18.0,575000
hyundai,i20,2014,43900,diesel,manual,22.54,675000
chevrolet,enjoy,2013,64000,diesel,manual,18.2,484999
mercedes-benz,new,2019,13190,petrol,automatic,0.0,3899000
maruti,sx4,2009,77652,petrol,automatic,12.6,285000
toyota,innova,2012,55000,diesel,manual,12.99,951000
bmw,5,2012,59900,diesel,automatic,18.48,1850000
renault,duster,2015,73539,diesel,manual,19.01,675000
bmw,x1,2017,31645,diesel,automatic,20.68,2940000
honda,city,2009,69690,petrol,manual,17.7,329000
maruti,ciaz,2016,41000,diesel,manual,28.09,950000
maruti,swift dzire,2010,109200,petrol,manual,17.5,220000
mahindra,xuv500,2012,80000,diesel,manual,15.1,650000
honda,civic,2007,51000,petrol,manual,13.5,490000
maruti,ertiga,2013,105000,diesel,manual,25.47,675000
toyota,etios,2013,179000,diesel,manual,23.59,380000
audi,tt,2013,12100,petrol,automatic,9.9,2950000
skoda,rapid,2017,31000,diesel,manual,21.13,1050000
volkswagen,polo,2015,50000,diesel,manual,20.14,620000
skoda,laura,2009,48000,diesel,automatic,17.0,500000
mahindra,renault,2007,35000,diesel,manual,19.2,229999
toyota,innova,2016,100200,diesel,automatic,11.36,1700000
bmw,3,2014,47000,diesel,automatic,18.88,2550000
honda,jazz,2015,63642,diesel,manual,27.3,565000
honda,amaze,2015,62550,diesel,manual,25.8,560000
jaguar,xf,2015,37340,diesel,automatic,16.36,2998000
maruti,swift dzire,2016,38461,diesel,manual,26.59,739000
jeep,compass,2018,29000,diesel,manual,17.1,1900000
toyota,corolla,2010,31000,petrol,manual,12.5,500000
honda,city,2011,42086,petrol,manual,17.0,335000
maruti,swift,2013,49000,petrol,manual,18.6,445000
hyundai,verna,2019,77240,diesel,automatic,22.32,831000
mahindra,bolero,2012,105000,diesel,manual,15.96,600000
maruti,swift,2014,35000,diesel,manual,22.9,525000
hyundai,santro,2006,83072,petrol,manual,17.0,140000
audi,a6,2012,202082,diesel,automatic,17.68,1230000
ford,ikon,2004,129000,petrol,manual,13.8,150000
volkswagen,polo,2018,33558,diesel,manual,20.14,811999
mahindra,bolero,2012,60271,diesel,manual,13.6,612000
honda,city,2017,45366,diesel,manual,25.1,1088000
chevrolet,sail,2014,9500,petrol,manual,18.2,350000
hyundai,i20,2016,42362,petrol,manual,18.6,615000
bmw,x1,2016,21000,diesel,automatic,17.05,3300000
bmw,x1,2012,15200,diesel,automatic,15.06,1350000
toyota,fortuner,2015,43690,diesel,automatic,12.55,1711000
audi,q7,2014,79926,diesel,automatic,11.33,2977000
maruti,ertiga,2013,53073,diesel,manual,20.77,595000
hyundai,i20,2015,59000,petrol,manual,18.5,575000
mercedes-benz,s,2006,47088,petrol,automatic,10.13,1900000
renault,duster,2014,55000,diesel,manual,20.45,475000
mahindra,quanto,2013,80430,diesel,manual,17.21,330000
toyota,fortuner,2013,71932,diesel,automatic,12.55,1650000
bmw,x5,2014,19000,diesel,automatic,15.97,4400000
maruti,swift dzire,2011,81759,diesel,manual,19.3,438999
maruti,swift,2018,52010,diesel,manual,25.2,620000
audi,a6,2016,58953,petrol,automatic,13.53,2422000
mitsubishi,pajero,2008,93000,diesel,manual,10.5,545000
jaguar,xf,2016,10000,diesel,automatic,16.36,4400000
toyota,innova,2019,40674,diesel,automatic,11.36,2482000
skoda,octavia,2015,50000,diesel,automatic,19.3,1169000
toyota,corolla,2018,1331,petrol,automatic,14.28,2000000
maruti,omni,2010,60000,petrol,manual,19.7,145000
mercedes-benz,glc,2018,10003,diesel,automatic,17.9,4850000
volkswagen,vento,2016,25000,diesel,automatic,21.5,944999
mahindra,xuv500,2015,73000,diesel,manual,16.0,1250000
nissan,terrano,2014,59962,diesel,manual,20.45,690000
hyundai,verna,2012,72000,diesel,manual,22.32,580000
bmw,5,2016,20967,diesel,automatic,14.69,4456000
mahindra,scorpio,2015,35000,diesel,manual,15.4,850000
hyundai,verna,2017,38056,diesel,manual,23.9,1070000
audi,q7,2009,94000,diesel,automatic,12.07,1200000
chevrolet,aveo,2010,64236,petrol,manual,14.7,244000
mahindra,bolero,2000,124000,diesel,manual,13.6,195000
hyundai,xcent,2014,7400,petrol,manual,19.1,434999
toyota,innova,2017,52000,diesel,manual,13.68,1750000
hyundai,eon,2015,68764,petrol,manual,21.1,290000
volkswagen,polo,2013,64000,diesel,manual,22.07,290000
maruti,vitara,2016,21558,diesel,manual,24.3,890000
bmw,3,2013,37500,diesel,automatic,18.88,1675000
hyundai,eon,2016,14077,petrol,manual,21.1,395000
honda,city,2009,70000,petrol,manual,17.0,210000
honda,accord,2011,54316,petrol,manual,12.8,429000
mahindra,xylo,2009,90764,diesel,manual,14.0,385000
bmw,3,2009,137000,diesel,automatic,13.2,900000
honda,city,2013,127000,petrol,manual,16.8,450000
mahindra,xuv500,2016,51884,diesel,manual,16.0,1246000
hyundai,i20,2014,67407,diesel,manual,21.27,465000
toyota,fortuner,2014,107825,diesel,manual,13.0,2050000
mahindra,bolero,2006,82453,diesel,manual,13.6,290000
maruti,esteem,2007,30441,petrol,manual,15.9,145000
hyundai,santro,2002,70000,petrol,manual,0.0,65000
mini,cooper,2016,11000,diesel,automatic,20.7,2950000
audi,q3,2015,61000,diesel,automatic,15.73,2500000
hyundai,i20,2013,48454,petrol,manual,17.0,350000
tata,safari,2017,37000,diesel,manual,14.1,1125000
honda,br-v,2017,32249,diesel,manual,21.9,1079000
volkswagen,jetta,2013,58000,diesel,manual,19.33,590000
hyundai,xcent,2017,28360,petrol,manual,19.1,512000
maruti,ignis,2017,7000,petrol,manual,20.89,570000
bmw,5,2016,19658,diesel,automatic,18.12,3584000
ford,ikon,2007,92000,petrol,manual,13.8,125000
hyundai,i10,2013,25000,petrol,manual,20.36,265000
hyundai,verna,2016,37882,diesel,manual,22.32,919000
bmw,3,2014,69330,diesel,automatic,16.07,2350000
mercedes-benz,e-class,2011,61000,petrol,automatic,12.3,1250000
chevrolet,beat,2010,35000,petrol,manual,18.6,150000
hyundai,santro,2004,200000,petrol,manual,0.0,80000
tata,indica,2009,82000,diesel,manual,13.5,75000
mahindra,xuv500,2012,72450,diesel,manual,15.1,810000
maruti,ciaz,2017,36381,diesel,manual,28.09,975000
mercedes-benz,new,2017,25559,diesel,automatic,19.71,3793000
honda,city,2005,100000,petrol,automatic,16.4,196000
toyota,fortuner,2015,94000,diesel,automatic,11.5,2050000
maruti,alto,2011,64357,petrol,manual,24.07,275000
jaguar,xj,2017,10501,petrol,automatic,9.43,7500000
hyundai,i20,2009,47000,diesel,manual,21.9,280000
honda,brv,2017,18000,petrol,automatic,16.0,925000
toyota,corolla,2007,89000,petrol,manual,13.4,300000
audi,a6,2014,49964,diesel,automatic,17.68,2389000
toyota,innova,2014,35000,diesel,manual,12.99,1275000
hyundai,grand,2014,64000,diesel,manual,24.0,415000
volkswagen,vento,2013,36000,petrol,automatic,14.8,465000
toyota,innova,2012,78600,diesel,manual,12.8,890000
hyundai,verna,2008,170000,diesel,manual,16.8,150000
maruti,ritz,2015,65000,diesel,manual,23.2,327000
audi,q7,2008,120300,diesel,automatic,12.07,1800000
hyundai,i20,2016,21000,petrol,manual,18.6,630000
maruti,vitara,2017,18108,diesel,manual,24.3,1131000
honda,city,2014,58407,petrol,manual,17.4,616000
maruti,ciaz,2014,49500,petrol,manual,20.73,600000
nissan,sunny,2013,37199,petrol,automatic,17.5,543000
volkswagen,polo,2012,62000,diesel,manual,22.07,465000
maruti,ertiga,2015,59000,diesel,manual,20.77,750000
maruti,swift dzire,2015,60000,diesel,manual,26.59,625000
mercedes-benz,new,2007,39037,diesel,automatic,14.84,925000
honda,brio,2013,17003,petrol,manual,19.4,315000
hyundai,i10,2008,80400,petrol,manual,16.0,229999
hyundai,verna,2012,75200,diesel,manual,22.32,525000
maruti,ciaz,2017,41217,diesel,manual,28.09,740000
ford,ikon,2006,98293,petrol,manual,13.8,155000
volkswagen,polo,2017,54000,petrol,manual,16.2,600000
honda,jazz,2016,17377,petrol,manual,18.7,590000
honda,amaze,2013,33800,diesel,manual,25.8,470000
hyundai,i20,2015,86157,diesel,manual,22.54,650000
maruti,ritz,2012,146824,diesel,manual,21.1,355000
honda,city,2014,55000,petrol,manual,16.8,710000
skoda,superb,2010,53293,petrol,manual,13.14,600000
maruti,vitara,2017,38000,diesel,manual,24.3,799000
hyundai,i20,2009,64000,petrol,manual,17.0,409999
maruti,alto,2017,25058,petrol,automatic,24.07,395000
hyundai,eon,2016,36700,petrol,manual,21.1,438000
hyundai,i10,2011,35000,petrol,manual,20.36,275000
mercedes-benz,slk-class,2016,22732,petrol,automatic,18.1,5554000
audi,a6,2014,48000,diesel,automatic,18.53,2900000
ford,ecosport,2013,62084,diesel,manual,22.77,660000
volkswagen,passat,2012,39273,diesel,automatic,14.3,699000
toyota,innova,2017,64798,diesel,manual,13.68,1875000
ford,figo,2010,100002,diesel,manual,20.0,128000
chevrolet,aveo,2006,78000,petrol,manual,14.49,120000
maruti,ritz,2013,57717,petrol,manual,18.5,430999
land,rover,2011,109000,diesel,automatic,12.39,1650000
hyundai,grand,2017,74515,petrol,manual,18.9,564000
ford,endeavour,2017,50484,diesel,automatic,10.91,3112000
audi,q5,2013,13452,diesel,automatic,12.8,2546000
hyundai,verna,2017,37688,petrol,manual,17.01,788000
mercedes-benz,e-class,2017,34000,diesel,automatic,13.0,3600000
mercedes-benz,m-class,2014,120000,diesel,automatic,0.0,3000000
maruti,swift dzire,2008,64000,petrol,manual,17.5,285000
honda,city,2011,100000,petrol,manual,13.0,350000
renault,duster,2014,75000,diesel,manual,20.46,750000
mercedes-benz,new,2012,86000,diesel,automatic,14.84,1900000
bmw,x5,2015,69000,diesel,automatic,15.97,5400000
hyundai,xcent,2015,41721,petrol,manual,19.1,470000
maruti,dzire,2017,13000,petrol,automatic,22.0,850000
bmw,3,2013,38998,diesel,automatic,16.07,1700000
maruti,alto,2017,54250,petrol,manual,22.74,351000
audi,a4,2013,45979,diesel,automatic,17.11,1950000
mini,cooper,2012,37000,petrol,automatic,13.6,1700000
audi,q7,2015,46983,diesel,automatic,12.07,4335000
chevrolet,beat,2012,40700,diesel,manual,25.44,265000
maruti,wagon r,2015,43828,petrol,manual,20.51,352000
nissan,terrano,2016,53000,diesel,manual,19.01,625000
bmw,3,2015,100000,diesel,automatic,18.88,2475000
maruti,swift dzire,2015,19000,petrol,manual,20.85,525000
skoda,yeti,2016,84000,diesel,manual,17.72,1100000
ford,ecosport,2018,37630,petrol,automatic,15.63,910000
hyundai,i20,2010,67714,petrol,manual,18.5,325000
maruti,s,2017,32000,diesel,manual,15.0,850000
hyundai,verna,2010,51000,petrol,manual,16.2,310000
bmw,3,2015,58390,diesel,automatic,18.88,1986000
hyundai,grand,2017,14000,diesel,manual,24.0,490000
honda,city,2014,55818,petrol,manual,17.4,570000
maruti,swift,2006,97800,petrol,manual,16.1,175000
maruti,swift,2012,52241,diesel,manual,25.2,290000
maruti,baleno,2018,25433,diesel,manual,27.39,783000
tata,safari,2015,40611,diesel,manual,14.0,815000
hyundai,accent,2008,72000,petrol,manual,13.2,200000
maruti,swift,2016,54631,diesel,manual,25.2,625000
maruti,swift,2007,60000,diesel,manual,17.8,340000
tata,nano,2016,24941,petrol,automatic,21.9,319000
maruti,ertiga,2017,63939,diesel,manual,25.47,775000
maruti,celerio,2014,35214,petrol,automatic,23.1,320000
maruti,swift,2015,63000,diesel,manual,25.2,490000
volkswagen,vento,2012,121377,petrol,manual,15.04,380000
volkswagen,jetta,2009,100970,diesel,automatic,15.5,400000
mini,cooper,2014,60000,diesel,automatic,20.7,2350000
tata,indica,2008,77650,diesel,manual,17.2,114999
hyundai,santro,2007,71297,petrol,manual,17.0,220000
land,rover,2008,55001,diesel,automatic,0.0,2650000
honda,city,2015,18955,petrol,automatic,18.0,1065000
jaguar,xf,2016,47877,diesel,automatic,16.36,3568000
mercedes-benz,e-class,2017,43368,diesel,automatic,15.0,3194000
chevrolet,cruze,2011,73000,diesel,manual,18.3,420000
mahindra,xuv500,2015,72007,diesel,manual,15.1,990000
mercedes-benz,new,2014,56778,petrol,automatic,11.74,1546000
honda,jazz,2018,20024,petrol,manual,18.2,846000
toyota,etios,2013,42103,petrol,manual,16.78,325000
maruti,alto,2012,67147,petrol,manual,19.7,260000
maruti,swift,2016,37806,petrol,manual,20.4,520000
maruti,a-star,2009,85000,petrol,manual,19.0,180000
tata,nano,2011,35000,petrol,manual,25.4,160000
ford,figo,2015,72035,diesel,manual,25.5,250000
fiat,linea,2011,48500,petrol,manual,16.0,250000
ford,figo,2017,28854,petrol,manual,18.16,670000
maruti,baleno,2005,92450,petrol,manual,15.4,120000
bmw,3,2016,14351,diesel,automatic,18.88,3554999
chevrolet,cruze,2017,51087,diesel,manual,17.9,775000
mahindra,scorpio,2005,50000,diesel,manual,12.7,194000
tata,indica,2016,73000,diesel,manual,25.0,220000
chevrolet,cruze,2011,60000,diesel,automatic,18.1,380000
toyota,innova,2016,50000,diesel,manual,12.8,1565000
mercedes-benz,new,2018,36797,diesel,automatic,19.27,3947000
maruti,ritz,2011,50000,petrol,manual,18.5,150000
toyota,innova,2013,94000,diesel,manual,12.8,885000
toyota,fortuner,2013,74000,diesel,manual,12.55,1789999
hyundai,i10,2014,41016,petrol,automatic,16.95,508000
hyundai,verna,2012,67000,diesel,manual,22.32,625000
audi,q3,2015,76927,diesel,automatic,15.73,2275000
chevrolet,beat,2010,17088,petrol,manual,18.6,146000
ford,fiesta,2007,112808,diesel,manual,17.8,204999
ford,figo,2014,74980,diesel,manual,20.0,408000
maruti,celerio,2014,44600,petrol,automatic,23.1,455000
mercedes-benz,a,2013,37000,diesel,automatic,20.0,1400000
hyundai,creta,2016,21000,petrol,manual,15.8,1090000
maruti,wagon r,2010,81245,petrol,manual,18.9,245000
mercedes-benz,e-class,2013,70000,diesel,automatic,10.0,1580000
ford,ecosport,2017,4018,petrol,manual,18.88,825000
renault,koleos,2013,70000,diesel,automatic,13.73,850000
mahindra,xuv500,2016,56532,diesel,manual,16.0,1554000
maruti,omni,2013,26875,petrol,manual,16.8,235000
maruti,wagon r,2015,72599,petrol,manual,22.5,432000
ford,endeavour,2008,205000,diesel,manual,13.1,390000
hyundai,verna,2011,98000,diesel,manual,22.32,520000
hyundai,i20,2018,19500,petrol,manual,18.6,585000
maruti,ertiga,2013,68000,petrol,manual,16.02,625000
mahindra,xuv500,2019,19654,diesel,automatic,14.0,1763000
maruti,sx4,2017,26000,diesel,manual,23.65,975000
mercedes-benz,slk-class,2015,10000,petrol,automatic,18.1,5500000
volkswagen,polo,2011,75020,diesel,manual,22.07,409999
toyota,fortuner,2011,157000,diesel,manual,12.55,1199000
mahindra,xuv500,2017,43773,diesel,manual,16.0,1354000
mercedes-benz,gle,2016,21000,diesel,automatic,17.9,5600000
honda,jazz,2016,23280,petrol,manual,18.7,650000
maruti,swift dzire,2013,88000,diesel,manual,23.4,475000
hyundai,verna,2014,67000,petrol,manual,17.01,560000
ford,endeavour,2017,59636,diesel,automatic,10.91,2920000
hyundai,i20,2018,11000,petrol,manual,18.6,635000
honda,city,2013,60669,petrol,manual,16.8,495000
honda,amaze,2018,12000,diesel,manual,27.4,850000
hyundai,verna,2013,35000,petrol,manual,17.1,450000
honda,mobilio,2015,65000,diesel,manual,24.2,550000
maruti,ertiga,2013,39929,diesel,manual,20.77,656000
maruti,alto,2014,49000,petrol,manual,24.07,229999
toyota,qualis,2004,77757,diesel,manual,13.1,350000
hyundai,i10,2016,21456,petrol,manual,20.36,455000
skoda,laura,2009,74000,diesel,automatic,17.0,775000
hyundai,i20,2015,37000,petrol,manual,18.6,525000
bmw,5,2013,108640,diesel,automatic,11.5,2329000
bmw,3,2016,38000,diesel,automatic,22.69,2399000
chevrolet,aveo,2010,80000,petrol,manual,14.49,179000
mercedes-benz,e-class,2011,47000,diesel,automatic,14.21,1390000
audi,a6,2013,31000,diesel,automatic,17.68,1895000
maruti,wagon r,2014,40000,petrol,manual,20.51,249000
renault,kwid,2016,4152,petrol,manual,25.17,315000
volkswagen,ameo,2017,51000,diesel,manual,21.66,645000
volkswagen,polo,2013,55000,diesel,manual,22.07,425000
maruti,alto,2014,58500,petrol,manual,22.74,275000
hyundai,i20,2017,58620,petrol,manual,18.6,714000
toyota,etios,2012,29605,petrol,manual,18.3,244000
hyundai,i20,2012,71172,petrol,manual,17.0,350000
hyundai,i20,2017,12000,diesel,manual,22.54,730000
maruti,wagon r,2014,25000,petrol,manual,20.51,275000
hyundai,i20,2017,43000,diesel,manual,22.54,819999
volkswagen,polo,2015,57022,petrol,automatic,17.21,651000
ford,figo,2015,92000,diesel,manual,20.0,425000
maruti,swift,2014,33372,petrol,manual,18.6,621000
hyundai,grand,2016,52625,diesel,manual,24.0,458000
mahindra,xylo,2016,215000,diesel,manual,14.02,750000
maruti,alto,2012,65537,cng,manual,26.83,210000
hyundai,i10,2014,60138,petrol,manual,19.81,409000
skoda,octavia,2014,84000,diesel,automatic,19.3,1075000
bmw,x5,2014,47000,diesel,automatic,15.97,4150000
maruti,celerio,2014,33450,petrol,automatic,23.1,440000
volkswagen,vento,2013,125000,diesel,manual,20.54,625000
bmw,3,2011,99606,diesel,automatic,16.07,1050000
maruti,ertiga,2014,64000,diesel,manual,20.77,725000
ford,figo,2013,51000,diesel,manual,20.0,320000
volkswagen,polo,2014,57000,petrol,manual,16.47,395000
audi,a6,2009,48040,diesel,automatic,16.77,1207000
toyota,innova,2017,43200,diesel,manual,13.68,1860000
hyundai,verna,2013,66000,diesel,automatic,22.32,570000
